,y2004,y2006,democrat,democrat04,democrat06,chall,open,female,disrepvote,senate,isssal2,demdisrepvote,oppgoneg,fraised2,goneg,negperson,negiss,risk,issueowner,bioreason,biooccup,biofamil2,poll,bioorg,biotown,positions,endorse,partybann,cfscore,region,incumbent,newdist,newdistAlt
326,0,0,1,0,0,0,1,0,52,0,0.556237638,52,1,0.0279651,0,NA,NA,2,-0.728571415,1,1,1,NA,1,0,3,3,0,-0.313539177,4,0,48,1
327,1,0,1,1,0,0,0,0,52,0,0.481782168,52,0,0.0335311,0,0,0,2,-2.066666603,0,1,1,0,1,0,2,3,0,-0.313539177,4,1,48,1
328,1,0,1,1,0,0,0,0,67,0,0.244158417,67,1,0.049630798,NA,NA,NA,NA,12.13749981,0,1,1,NA,0,1,2,12,0,-0.681123972,6,1,33,0
329,0,1,1,0,1,0,0,0,66,0,0.310099006,66,0,0.046716001,1,0,0,2,10.35454559,0,1,1,1,1,1,2,9,0,-0.681123972,6,1,34,0
330,0,1,0,0,0,1,0,0,45,0,0.222376227,0,0,0.0002133,1,0,1,2,-10.33636379,0,1,1,0,0,1,2,0,0,NA,5,0,45,1
331,0,0,0,0,0,1,0,0,33,0,0.35168317,0,0,0.0001506,0,NA,NA,1,-4.728571415,0,1,1,NA,1,1,1,0,0,0.319534451,0,0,33,0
332,1,0,1,1,0,1,0,0,57,0,0.231089115,57,0,0.021937599,1,0,1,6,2.929166555,1,1,1,0,1,1,3,26,0,-1.26624918,6,0,43,1
333,0,1,0,0,0,1,0,0,51,0,0.111485153,0,0,0.0025001,1,0,1,3,-7.412499905,0,1,1,1,1,1,3,2,0,0.918032706,4,0,51,1
334,0,1,1,0,1,0,0,1,44,0,0.148514852,44,0,0.036299001,0,0,0,4,19.66250038,1,1,1,0,0,1,2,32,0,-1.03146255,1,1,56,2
335,1,0,1,1,0,0,0,1,37,0,0.275841594,37,1,0.0173658,1,0,1,3,16.28000069,0,0,0,0,0,1,2,56,1,-1.168900251,3,1,63,3
336,0,1,1,0,1,0,0,1,37,0,0.23425743,37,0,0.0141708,0,0,0,2,24.73333359,0,1,0,0,1,1,0,23,1,-1.168900251,3,1,63,3
337,0,1,1,0,1,1,0,0,64,0,0.209504947,64,0,0.0007081,1,0,1,3,14.16923046,1,1,0,0,0,1,3,0,0,-1.372182727,3,0,36,0
338,0,1,1,0,1,1,0,0,55,0,0.127920792,55,0,0.001486,1,1,1,5,13.76666641,1,1,1,0,1,1,2,10,0,-0.607036054,4,0,45,1
339,1,0,1,1,0,0,1,1,29,0,0.319801986,29,1,0.0135429,0,0,0,0,7.355555534,0,0,1,0,0,1,2,2,0,-0.911512256,4,0,71,3
340,0,1,0,0,0,1,0,0,56,0,0.085544556,0,1,0.127450198,1,1,1,3,-8.809090614,0,1,1,0,1,1,2,100,0,0.925743759,2,0,56,2
341,0,1,0,0,0,1,0,0,63,0,0.249108911,0,0,0.0022566,1,0,1,4,-15.64999962,1,1,0,0,1,1,2,14,0,1.699784875,3,0,63,3
342,0,1,0,0,0,1,0,1,21,0,NA,0,0,0,1,1,0,NA,NA,0,1,1,1,1,1,0,0,0,NA,2,0,21,0
343,0,0,1,0,0,0,1,0,46,0,0.282574266,46,0,0.0299387,1,NA,NA,5,7.059999943,0,1,1,NA,1,1,2,37,1,-0.909369707,0,0,54,2
344,1,0,1,1,0,0,0,0,46,0,0.437821805,46,1,0.033612099,1,0,1,4,10.51666641,1,1,0,0,1,0,1,37,0,-0.909369707,0,1,54,2
345,0,1,1,0,1,0,0,0,46,0,0.308910906,46,0,0.018634699,0,0,0,0,18.56999969,0,1,0,0,1,1,1,30,0,-0.909369707,0,1,54,2
346,0,1,0,0,0,0,0,1,57,0,0.320792109,0,1,0.0213299,0,0,0,-1,-9.327272415,0,0,1,0,0,1,2,10,0,0.6591748,2,1,57,2
347,0,1,0,0,0,0,0,0,72,0,0.369504958,0,1,0.0083094,0,0,0,0,-4.888235092,0,1,1,0,1,1,3,4,0,0.861903012,4,1,72,3
348,1,0,1,1,0,0,0,0,50,0,0.4570297,50,1,0.029545199,0,0,0,1,3.099999905,0,1,0,0,0,1,2,0,0,-1.022375226,4,1,50,1
349,1,0,1,1,0,1,0,0,48,0,0.171683162,48,1,0.030825701,1,0,1,7,9.32857132,0,1,1,0,1,0,2,28,1,-0.666829884,5,0,52,2
350,0,1,1,0,1,0,0,0,58,0,0.240792081,58,1,0.0386994,1,1,1,2,12.78750038,0,1,0,0,0,1,2,8,0,-0.296631962,5,1,42,0
351,0,0,1,0,0,0,0,0,53,0,0.289504945,53,0,0.047942899,0,NA,NA,1,-6.757143021,0,1,1,NA,1,1,2,99,0,-0.86345166,3,1,47,1
352,1,0,1,1,0,0,0,0,53,0,0.29782179,53,1,0.0583799,0,0,0,1,8.319999695,1,1,0,0,0,1,3,6,0,-0.86345166,3,1,47,1
353,0,1,1,0,1,0,0,0,55,0,0.159603968,55,1,0.054242101,0,0,0,2,17.77499962,0,1,1,0,1,1,4,7,0,-0.86345166,3,1,45,1
354,0,0,1,0,0,0,0,0,38,0,0.139207929,38,0,0.027922601,0,NA,NA,1,4.791666508,1,0,0,NA,1,0,2,4,0,-0.500222564,4,1,62,3
355,1,0,1,1,0,0,0,0,38,0,0.303762376,38,0,0.0444673,0,0,0,0,5.300000191,0,0,0,0,0,0,3,0,0,-0.500222564,4,1,62,3
356,0,1,1,0,1,1,0,1,63,0,0.26059407,63,0,0.0250265,1,1,1,3,18.47142792,1,1,1,0,0,1,3,2,0,-0.841712594,3,0,37,0
357,1,0,1,1,0,1,0,0,54,0,0.239009902,54,1,0.0015965,1,1,1,5,11.02222252,1,1,1,0,0,0,2,6,0,-1.284767628,4,0,46,1
358,1,0,1,1,0,0,0,0,55,0,0.304356426,55,0,0.0573343,0,0,0,2,8.788888931,0,1,1,0,0,1,2,0,0,-0.224266261,1,1,45,1
359,1,0,0,0,0,0,0,1,57,0,0.231089115,0,1,0.086397097,0,0,0,1,2.07857132,0,1,0,0,1,1,3,34,0,1.352980971,6,1,57,2
360,0,0,0,0,0,0,0,1,63,0,0.064752474,0,0,0.020532999,0,NA,NA,1,7.199999809,0,1,0,NA,1,0,2,0,0,0.944272578,4,1,63,3
361,1,0,0,0,0,0,0,1,63,0,0.272277236,0,0,0.0260124,0,0,0,-1,-1.692307711,0,1,0,0,0,0,0,0,0,0.944272578,4,1,63,3
362,0,1,0,0,0,0,0,1,63,0,0.222574249,0,1,0.032414101,0,0,0,2,-15.51666641,0,1,0,1,1,0,2,0,0,0.944272578,4,1,63,3
363,0,1,1,0,1,1,0,0,61,0,0.593267322,61,0,0.0027222,1,1,1,4,5.966666698,0,1,1,0,1,1,2,0,0,-1.295800209,4,0,39,0
364,1,0,1,1,0,0,0,0,18,0,0.124158412,18,1,0.0225785,0,0,0,2,4.920000076,0,0,0,0,0,0,2,34,0,-0.813787341,1,1,82,3
365,0,0,0,0,0,0,0,0,56,0,0.229702979,0,0,0.023137899,0,NA,NA,NA,-1.064285755,0,1,1,NA,1,1,2,11,1,1.070696115,7,1,56,2
366,0,1,0,0,0,1,0,0,50,0,0.178217828,0,0,0.0138229,0,0,0,1,-14.58666706,1,1,0,0,0,1,1,0,0,1.072652102,7,0,50,1
367,0,0,0,0,0,1,0,0,58,0,0.285940588,0,0,NA,0,NA,NA,2,10.76923084,0,1,0,NA,1,0,3,1,0,NA,5,0,58,2
368,0,0,1,0,0,1,0,0,59,0,0.29841584,59,0,0.0172255,1,NA,NA,4,1.98888886,1,0,1,NA,0,1,3,18,0,-0.823365808,3,0,41,0
369,0,1,0,0,0,1,0,0,57,0,0.141980201,0,1,0.036374699,1,1,1,2,-7,0,1,1,1,1,1,2,2,0,1.162223577,4,0,57,2
370,0,0,1,0,0,1,0,0,49,0,0.15663366,49,0,0.032652698,1,NA,NA,5,13.70714283,1,1,1,NA,0,0,2,50,0,-1.13813889,3,0,51,1
371,0,0,0,0,0,0,0,1,48,0,0.306930691,0,1,0.077061303,1,NA,NA,1,-1.600000024,0,1,1,NA,1,1,2,0,0,0.893541038,5,1,48,1
372,1,0,0,0,0,0,0,1,48,0,0.287128717,0,1,0.084309503,1,1,1,0,-5.712500095,0,1,1,1,1,1,1,3,0,0.893541038,5,1,48,1
373,0,1,0,0,0,0,0,1,49,0,0.415445536,0,1,0.0857227,1,1,1,2,-12.50909138,1,1,1,0,1,1,2,0,0,0.893541038,5,1,49,1
374,1,0,0,0,0,0,0,0,66,0,0.072673269,0,1,0.028912701,0,0,0,1,-5.5,1,0,1,0,1,1,2,0,0,1.264446974,4,1,66,3
375,0,1,1,0,1,1,0,0,60,0,0.113861389,60,0,0.0028516,1,0,1,4,2.977777719,0,1,0,0,1,0,0,1,0,-1.220504165,4,0,40,0
376,1,0,0,0,0,1,0,0,36,0,0.244158417,0,0,0.0012278,1,0,0,2,-4.599999905,1,1,0,0,0,1,0,0,0,0.573735714,0,0,36,0
377,0,0,1,0,0,0,0,0,44,0,0,44,0,0.022397799,0,NA,NA,0,0,0,1,1,NA,1,1,0,0,0,-0.357922673,3,1,56,2
378,0,0,1,0,0,0,0,0,47,0,0.128118813,47,0,0.0217197,0,NA,NA,1,6.159999847,0,0,1,NA,0,1,3,0,0,-0.711490214,2,1,53,2
379,0,0,0,0,0,0,0,0,68,0,0.331485152,0,0,0.0260041,0,NA,NA,2,3.311111212,0,1,1,NA,1,1,3,4,0,1.102561593,6,1,68,3
380,1,0,0,0,0,0,0,0,68,0,0.03108911,0,0,0.018294901,0,0,0,1,-14.10000038,1,1,0,0,1,1,3,0,0,1.102561593,6,1,68,3
381,1,0,1,1,0,0,0,0,9,0,0.257425755,9,0,0.0116683,0,0,0,1,12.80000019,0,0,0,0,0,0,0,23,0,-0.859680712,1,1,91,3
382,1,0,1,1,0,0,1,0,46,0,0.108910888,46,0,0.0003658,0,0,0,1,-7.599999905,0,1,0,0,0,1,2,4,0,-0.915182233,4,0,54,2
383,0,1,1,0,1,1,0,0,65,0,0.295445532,65,0,0.0002819,0,0,0,2,4.300000191,1,0,0,0,0,1,1,1,0,-0.915182233,4,0,35,0
384,1,0,0,0,0,1,0,0,49,0,0.262178212,0,0,0.0145623,1,1,1,1,-2.318181753,0,1,1,0,0,1,2,0,0,0.906495988,4,0,49,1
385,1,0,1,1,0,0,0,0,35,0,0.400396019,35,0,0.021347599,0,0,0,3,10.6833334,1,1,1,0,1,1,0,15,0,-0.344805628,6,1,65,3
386,1,0,0,0,0,1,0,0,56,0,0.43643567,0,0,0.0271389,1,0,1,5,-3.487499952,1,1,0,1,1,0,3,4,0,0.713389635,1,0,56,2
387,0,0,0,0,0,0,1,0,54,0,0.556633651,0,0,0.0404379,0,NA,NA,0,9.600000381,0,1,0,NA,0,1,1,2,0,0.972168386,6,0,54,2
388,1,0,0,0,0,0,0,0,54,0,0.356435657,0,1,0.0500049,0,0,0,NA,-3.400000095,0,1,NA,0,0,1,2,3,0,0.972168386,6,1,54,2
389,0,1,0,0,0,0,0,0,58,0,0.342970282,0,1,0.037198,0,0,0,0,-15.5,0,1,0,1,1,1,2,4,0,0.972168386,6,1,58,2
390,0,0,0,0,0,0,0,0,58,0,0.250891089,0,1,0.030946599,0,NA,NA,-1,-0.166666672,0,0,0,NA,0,1,1,0,0,1.221808314,2,1,58,2
391,0,0,0,0,0,0,0,0,59,0,0.257425755,0,0,0.0113836,0,NA,NA,-2,-9.300000191,0,0,0,NA,1,0,0,0,0,0.747495472,1,1,59,2
392,0,0,0,0,0,1,0,0,52,0,0.273465365,0,0,0.0076607,1,NA,NA,4,7.973684311,1,1,1,NA,1,1,3,1,0,0.369925976,5,0,52,2
393,0,0,0,0,0,0,0,0,64,0,0.043168318,0,1,0.070213199,1,NA,NA,2,-2.376923084,1,0,0,NA,0,1,3,0,0,NA,4,1,64,3
394,1,0,0,0,0,0,0,0,64,0,NA,0,0,0.022053,0,0,0,NA,NA,0,1,1,0,0,0,0,2,0,NA,4,1,64,3
395,0,1,1,0,1,0,0,0,58,0,0.403960377,58,0,0.0001946,0,0,0,3,14.93999958,1,1,1,0,0,1,2,1,0,-0.313805044,4,1,42,0
396,0,1,1,0,1,1,0,0,55,0,0.443168312,55,0,8.09E-05,0,0,0,3,11.07999992,1,1,0,0,1,1,2,1,0,NA,4,0,45,1
397,0,1,1,0,1,0,0,0,63,0,0.341584146,63,1,0.040125001,0,0,0,-1,14.16666698,0,1,0,0,0,1,1,7,0,-0.59912014,3,1,37,0
398,0,1,0,0,0,0,0,0,50,0,0.227722779,0,1,0.076070301,1,1,1,1,-10.69999981,0,1,0,0,0,0,1,16,0,0.564579785,6,1,50,1
399,0,0,0,0,0,0,0,0,63,0,0.16495049,0,1,0.032815401,0,NA,NA,0,1,0,1,0,NA,1,1,2,4,0,0.93892163,2,1,63,3
400,1,0,0,0,0,0,0,0,63,0,0.410891086,0,1,0.038198099,0,0,0,-1,1.325000048,1,0,0,0,0,0,1,4,0,0.93892163,2,1,63,3
401,1,0,1,1,0,1,0,1,68,0,0.283762366,68,0,0.0003838,1,0,1,5,8.733333588,0,1,1,0,1,1,3,0,0,-0.292758822,6,0,32,0
402,1,0,1,1,0,0,0,0,46,0,0.477227718,46,1,0.0240872,0,0,0,1,2.923076868,1,1,0,0,1,1,2,0,0,-0.903460741,4,1,54,2
403,1,0,0,0,0,1,0,0,44,0,0.187128708,0,0,0.0003062,1,0,1,6,-7.166666508,1,1,1,0,1,0,2,0,0,NA,7,0,44,1
404,0,0,1,0,0,1,0,0,54,0,0.221584156,54,0,NA,1,NA,NA,5,2.28125,1,1,0,NA,0,0,2,0,0,0.072190903,2,0,46,1
405,0,1,0,0,0,0,1,1,39,0,0.267326742,0,0,0.0284818,1,1,0,0,-8.699999809,0,1,0,0,1,1,2,1,0,1.026125789,0,0,39,0
406,0,0,0,0,0,0,1,0,46,0,0.83504945,0,1,0.0285466,0,NA,NA,4,14.39999962,0,1,1,NA,1,1,2,9,0,0.631416261,0,0,46,1
407,0,0,1,0,0,1,0,0,75,0,0.280594051,75,0,NA,0,NA,NA,2,-0.75,0,1,0,NA,1,1,2,0,0,NA,4,0,25,0
408,0,0,0,0,0,0,0,0,58,0,0.059405942,0,1,0.0276256,0,NA,NA,1,-3.275000095,0,1,1,NA,1,1,0,0,0,1.058441043,6,1,58,2
409,1,0,0,0,0,0,0,0,58,0,0.189504951,0,1,0.0168685,0,0,0,-1,-10.69999981,0,0,0,0,0,0,2,0,0,1.058441043,6,1,58,2
410,0,1,0,0,0,0,0,0,59,0,0.174851477,0,1,0.0304156,0,0,0,-1,-17.89999962,0,1,0,0,0,1,2,3,0,1.058441043,6,1,59,2
411,0,0,0,0,0,0,1,0,48,0,0.576435685,0,0,0.115198001,0,NA,NA,4,5.133333206,1,1,1,NA,1,1,2,2,0,1.159002781,4,0,48,1
412,1,0,0,0,0,0,0,0,51,0,0.234455451,0,1,0.0595452,0,0,0,3,-8.800000191,1,1,1,1,0,1,2,35,0,0.956932247,6,1,51,1
413,0,1,0,0,0,0,0,0,54,0,0.216039598,0,1,0.0532212,1,1,0,1,-14.53571415,0,1,1,1,1,1,2,11,0,0.956932247,6,1,54,2
414,0,0,1,0,0,1,0,1,68,0,0.07920792,68,0,0.012073,0,NA,NA,2,-5.800000191,1,1,1,NA,0,1,3,0,0,-1.032988071,6,0,32,0
415,0,1,1,0,1,1,0,0,59,0,0.405148506,59,0,0.0006024,1,1,1,7,8.869231224,1,1,1,0,1,0,2,7,1,-1.284105539,2,0,41,0
416,1,0,1,1,0,1,0,0,43,0,0.11009901,43,0,0.000205,0,0,0,1,-6.366666794,0,1,0,0,0,0,3,0,0,NA,1,0,57,2
417,0,1,1,0,1,1,0,0,72,0,0.39801982,72,0,0.0015428,1,1,1,3,10.14166641,0,1,1,1,0,1,1,0,0,-1.114950776,4,0,28,0
418,0,0,1,0,0,0,1,0,61,0,0.268514872,61,1,0.0150479,1,NA,NA,2,7.330769062,0,1,1,NA,0,1,0,0,0,-0.493143648,5,0,39,0
419,0,0,0,0,0,1,0,0,48,0,0.427326739,0,0,0.0036058,NA,NA,NA,NA,6.762499809,1,1,0,NA,0,0,2,0,0,-0.107170828,4,0,48,1
420,0,0,0,0,0,1,0,0,31,0,0.347722769,0,1,0.050730899,0,NA,NA,2,-0.233333334,0,1,1,NA,0,0,1,0,0,1.3299793,0,0,31,0
421,1,0,0,0,0,1,0,0,31,0,0.29267326,0,0,0.054898601,1,0,1,2,-10.83333302,0,1,1,0,0,1,2,1,0,1.3299793,0,0,31,0
422,0,1,0,0,0,1,0,0,58,0,0.328514844,0,0,0.0358053,0,0,0,0,-10.59285736,0,1,0,0,1,1,3,13,0,NA,4,0,58,2
423,1,0,0,0,0,0,0,0,51,0,0.072673269,0,1,0.037200902,0,0,0,0,-5.5,0,1,0,0,1,1,0,0,0,0.954932392,2,1,51,1
424,0,1,0,0,0,0,0,0,54,0,0.303366333,0,1,0.037531201,1,1,0,3,-15.18181801,0,1,1,0,0,1,3,21,0,0.954932392,2,1,54,2
425,0,0,1,0,0,1,0,0,47,0,0.165940598,47,0,0.031640701,1,NA,NA,5,11.55714321,1,1,1,NA,0,1,2,3,1,-1.150410771,6,0,53,2
426,1,0,1,1,0,1,0,0,47,0,0.347524732,47,1,0.0527642,1,1,1,5,7.766666889,0,1,0,1,0,0,2,29,1,-1.150410771,6,0,53,2
427,0,1,0,0,0,0,1,0,53,0,0.140792087,0,1,0.0867434,1,1,1,3,-13.35000038,0,1,1,0,1,1,2,12,0,0.903508902,2,0,53,2
428,0,1,1,0,1,0,0,0,51,0,0.254653454,51,0,0.033188399,0,0,0,2,19.86363602,1,1,1,0,1,1,0,0,0,-0.494596243,4,1,49,1
429,0,0,0,0,0,1,0,0,47,0,0.085346535,0,0,0.0005227,0,NA,NA,0,-2.283333302,0,1,0,NA,0,1,1,0,0,1.705728769,2,0,47,1
430,1,0,0,0,0,0,0,0,56,0,0.336039603,0,0,0.030695399,0,0,0,-1,6.488888741,0,0,0,0,0,1,3,0,0,0.88824451,7,1,56,2
431,0,0,1,0,0,0,1,0,41,0,0.280198008,41,1,0.031233801,0,NA,NA,0,2.349999905,0,1,0,NA,1,1,2,2,0,-0.435638726,5,0,59,2
432,1,0,1,1,0,0,0,0,41,0,0.250891089,41,1,0.018856799,0,0,0,2,4.480000019,1,1,0,1,1,1,2,5,0,-0.435638726,5,1,59,2
433,0,1,1,0,1,0,0,0,45,0,0.304554462,45,1,0.0214586,0,0,0,-1,14.63333321,0,0,0,0,1,1,2,4,0,-0.435638726,5,1,55,2
434,0,1,0,0,0,0,0,0,59,0,0.094059408,0,1,0.0285636,1,1,1,1,-7.840000153,1,1,0,0,1,1,4,3,0,1.266891599,3,1,59,2
435,1,0,0,0,0,1,0,0,25,0,0.237623766,0,0,0.0027882,1,0,1,6,-12.5666666,1,1,1,0,1,0,2,4,0,0.372255087,5,0,25,0
436,0,1,0,0,0,0,1,0,69,0,0.102772281,0,1,0.026756501,1,1,1,3,-5.883333206,0,1,1,0,1,1,2,35,0,1.316919565,6,0,69,3
437,0,0,1,0,0,1,0,1,43,0,0.138613865,43,0,0.0030033,1,NA,NA,3,-13,0,1,0,NA,1,0,2,3,0,-1.057392478,1,0,57,2
438,1,0,1,1,0,0,0,1,41,0,0.31445545,41,1,NA,0,0,0,3,3.3125,0,1,1,0,0,0,3,16,0,-0.944662929,7,1,59,2
439,0,1,1,0,1,0,0,1,50,0,0.251881182,50,0,0.033739898,0,0,0,1,9.855555534,0,1,0,0,0,1,1,19,0,-0.944662929,7,1,50,1
440,1,0,0,0,0,1,0,0,61,0,0.118019804,0,0,0.025998199,1,0,1,4,1.674999952,1,1,1,0,1,1,2,9,0,1.452945232,3,0,61,3
441,0,0,1,0,0,0,0,0,41,0,NA,0,0,0.0165645,0,NA,NA,NA,NA,0,0,0,NA,1,0,2,1,0,NA,0,1,59,2
442,0,0,1,0,0,1,0,0,63,0,0.183762372,63,0,0.0004327,1,NA,NA,5,8.699999809,0,1,1,NA,1,0,0,0,0,-3.757024765,2,0,37,0
443,1,0,1,1,0,1,0,0,63,0,0.288316846,63,0,0.0005213,1,0,1,3,13.9333334,0,1,1,0,1,1,0,0,0,-3.757024765,2,0,37,0
444,1,0,1,1,0,0,0,0,64,0,0.407326728,64,1,0.0429716,1,1,1,1,0.529999971,0,1,0,0,1,1,2,0,0,-0.516793549,4,1,36,0
445,0,1,1,0,1,0,1,0,45,0,0.23683168,45,1,0.036771301,0,0,0,3,16.95000076,0,1,1,0,1,1,3,20,1,-0.915483117,5,0,55,2
446,0,1,0,0,0,0,0,1,64,0,0.094455443,0,1,0.052634101,1,1,1,2,-6.1875,0,1,0,1,1,1,2,40,0,1.009123802,2,1,64,3
447,1,0,1,1,0,1,0,0,54,0,0.339603961,54,0,0.0154566,1,1,1,3,11.86923122,0,1,0,0,1,0,1,29,0,-1.36589241,4,0,46,1
448,0,1,1,0,1,1,0,1,60,0,0.176039606,60,0,0.0018465,0,0,0,4,14.16666698,0,1,1,0,1,1,2,29,0,-1.409861207,3,0,40,0
449,0,1,0,0,0,1,0,0,36,0,0.282772273,0,0,0.0001699,1,1,0,2,-9.475000381,1,1,0,1,1,1,2,0,0,1.06154871,0,0,36,0
450,1,0,1,1,0,0,0,0,32,0,0.340000004,32,1,0.0125943,0,0,0,0,0.800000012,0,1,0,0,1,1,2,0,0,-0.754781723,4,1,68,3
451,1,0,0,0,0,1,0,1,32,0,0.34653464,0,0,0.0052335,1,0,1,1,-2.519999981,0,1,0,0,1,0,1,41,0,1.100946188,4,0,32,0
452,0,0,0,0,0,0,0,0,54,0,0.272277236,0,0,0.017840199,0,NA,NA,-1,-2.275000095,0,1,0,NA,1,1,1,0,0,1.133234978,6,1,54,2
453,1,0,0,0,0,0,0,0,54,0,0.198019803,0,0,0.0205086,0,0,0,-2,-10.03999996,0,0,0,1,1,1,0,0,0,1.133234978,6,1,54,2
454,0,0,0,0,0,0,0,0,43,0,0,0,1,0.024627199,0,NA,NA,0,1.066666722,0,0,1,NA,0,1,3,16,0,0.426814586,1,1,43,1
455,0,1,0,0,0,0,0,0,46,0,0.290098995,0,1,0.096580401,0,0,0,0,-10.5,0,0,1,1,0,1,2,31,0,0.426814586,1,1,46,1
456,1,0,1,1,0,0,0,0,36,0,0.023168316,36,1,0.0206537,0,0,0,2,11,0,1,0,0,0,0,2,100,0,-0.802500129,7,1,64,3
457,0,1,0,0,0,0,0,0,60,0,0.179009899,0,1,0.053776499,1,1,1,0,-18.1785717,0,1,0,0,1,1,3,0,0,0.672165275,1,1,60,3
458,0,1,0,0,0,0,0,0,58,0,0.126930684,0,1,0.030596601,0,0,0,2,-9.800000191,0,1,0,0,1,0,3,14,0,0.645941913,2,1,58,2
459,0,0,1,0,0,0,0,0,64,0,0.20158416,64,1,0.0362987,1,NA,NA,5,3.681818247,1,1,1,NA,1,1,2,2,0,-0.180525199,4,1,36,0
460,0,0,0,0,0,0,0,0,64,0,0.133267328,0,0,0.0288311,0,NA,NA,2,-2.700000048,0,1,1,NA,1,1,2,7,0,0.544134498,1,1,64,3
461,0,1,0,0,0,0,0,0,44,0,0.218811885,0,1,0.078642897,0,0,0,2,-6.264285564,1,1,1,0,0,0,2,1,0,0.727976561,1,1,44,1
462,0,1,1,0,1,1,0,1,54,0,0.211485147,54,1,0.038093999,1,1,1,8,12.28571415,1,1,1,1,0,0,2,12,0,-1.150160313,6,0,46,1
463,0,1,1,0,1,1,0,1,49,0,0.332871288,49,1,0.0010147,1,0,1,8,15.19230747,1,1,1,0,1,0,2,14,1,-1.380357385,4,0,51,1
464,0,1,0,0,0,0,0,0,69,0,0.089108914,0,1,0.0136265,0,0,0,-1,-11.45555592,0,1,1,0,0,1,1,0,0,0.861004829,6,1,69,3
465,0,1,0,0,0,1,0,0,46,0,0.188712865,0,0,5.53E-05,1,1,1,3,-15.22666645,0,1,1,0,0,1,2,5,0,1.128063083,1,0,46,1
466,0,1,0,0,0,1,0,0,37,0,0.162178203,0,0,0.0019932,0,0,0,2,-19.42499924,1,1,0,0,0,1,2,0,0,1.147346497,3,0,37,0
467,1,0,0,0,0,0,1,0,52,0,0.519207895,52,0,0.0011825,0,0,0,5,6.400000095,1,0,1,0,0,0,3,1,0,1.427666187,5,0,52,2
468,0,0,1,0,0,0,1,0,54,0,0.330099016,54,0,0.022625299,0,NA,NA,2,5.599999905,0,1,1,NA,0,1,1,31,0,-0.885169983,6,0,46,1
469,0,1,0,0,0,0,1,0,75,0,0.217821777,0,0,0.031761799,0,0,0,0,-14.42222214,0,1,0,0,1,1,2,25,0,1.143225193,3,0,75,3
470,1,0,1,1,0,1,0,0,62,0,0.672079206,62,0,0.0003138,0,0,0,1,-0.660000026,0,1,0,0,0,1,2,0,0,-0.657255113,5,0,38,0
471,0,0,0,0,0,1,0,0,36,0,0.239603966,0,0,0.0012983,0,NA,NA,5,2.599999905,0,1,1,NA,1,1,2,0,1,0.910314262,0,0,36,0
472,1,0,1,1,0,0,0,0,49,0,NA,49,1,0.0224983,0,0,0,NA,NA,0,1,1,0,0,0,0,0,0,-0.871800125,4,1,51,1
473,0,1,1,0,1,0,0,0,51,0,0.378811866,51,1,0.016643301,0,0,0,1,16.39999962,0,0,1,0,0,1,0,0,0,-0.871800125,4,1,49,1
474,0,0,0,0,0,1,0,0,56,0,0.106336631,0,0,0.041162901,0,NA,NA,1,2.309999943,0,1,0,NA,1,1,1,1,0,1.268632412,2,0,56,2
475,1,0,0,0,0,1,0,0,56,0,0.213861391,0,1,0.039937101,1,0,1,3,-0.680000007,0,1,0,0,1,0,2,0,0,1.268632412,2,0,56,2
476,0,1,0,0,0,0,0,0,59,0,0.151089117,0,1,0.068873502,1,1,0,2,-8.850000381,0,1,0,0,0,1,2,3,0,1.268632412,2,1,59,2
477,0,0,1,0,0,1,0,0,57,0,0.157425731,57,0,0.0003976,0,NA,NA,2,13.44285679,1,0,0,NA,0,1,3,0,0,-1.083786011,6,0,43,1
478,0,1,1,0,1,1,0,0,67,0,0.228316829,67,0,0.0007408,1,1,1,3,10.21111107,1,1,0,0,0,1,2,2,0,-0.989638507,5,0,33,0
479,0,1,1,0,1,1,0,0,51,0,0.409108907,51,0,0.0114043,1,1,1,4,16.20000076,1,1,1,1,1,0,1,1,0,-1.362013817,3,0,49,1
480,0,1,1,0,1,1,0,0,46,0,0.218415841,46,0,0.0085558,1,1,1,6,16.07999992,1,1,1,1,0,1,2,0,0,-1.053786516,1,0,54,2
481,0,1,1,0,1,0,0,0,57,0,0.262376249,57,1,0.058318701,1,1,1,3,20.89999962,0,1,1,1,1,1,2,3,0,-0.425100327,4,1,43,1
482,0,1,0,0,0,1,0,0,30,0,0.402376235,0,0,0.0008039,0,0,0,2,-2.217647076,0,1,0,0,0,1,3,0,0,0.157708317,5,0,30,0
483,0,1,1,0,1,1,0,0,58,0,0.216039598,58,0,0.0043295,1,0,1,6,9.912500381,1,1,1,0,1,1,4,24,1,-1.430003405,2,0,42,0
484,1,0,1,1,0,0,0,0,49,0,0.23425743,49,0,0.0129355,0,0,0,1,13.80000019,0,0,0,0,0,1,2,0,0,-0.806793213,2,1,51,1
485,0,1,0,0,0,1,0,0,18,0,0.178217828,0,0,0,1,1,1,3,-18.14999962,0,1,1,0,0,1,2,1,0,NA,2,0,18,0
486,0,1,1,0,1,1,0,0,55,0,0.633663356,55,0,0.0259376,1,1,1,6,13.10000038,1,1,0,0,1,1,2,29,1,-0.348839134,4,0,45,1
487,0,0,1,0,0,0,1,1,52,0,0.333663374,52,1,0.040681899,1,NA,NA,2,-5.111111164,0,1,0,NA,1,1,2,39,0,-0.733121455,1,0,48,1
